"Reference","QNum","Answer","TargetDate","ActionPlan","version"
"AF112749   ","25","yes","","","1"
"AF112749   ","26","yes","","","1"
"AF112749   ","27","no","2015-07-15","New Business Manager  and Head Teacher appointed. Draft financial management procedures policy to be approved by the Governing Body in line with Academies Financial Handbook 2014.","1"
"AF112749   ","28","yes","","","1"
"AF112749   ","29","no","2015-07-15","New Business Manager  and Head Teacher appointed. Draft financial management procedures policy to be approved by the Governing Body in line with Academies Financial Handbook 2014.","1"
"AF112749   ","30","no","2015-07-15","A designated Governor for Quality Assurance of internal controls to be appointed at next Full Governing Board meeting.","1"
"AF112749   ","31","yes","","","1"
"AF112749   ","32","yes","","","1"
"AF112849   ","1","yes","","","1"
"AF112849   ","2","yes","","","1"
"AF112849   ","3","yes","","","1"
"AF112849   ","4","yes","","","1"
"AF112849   ","5","yes","","","1"
"AF112849   ","6","yes","","","1"
"AF112849   ","7","yes","","","1"
"AF112849   ","8","yes","","","1"
"AF112849   ","9","yes","","","1"
"AF112849   ","10","na","","","1"
"AF112849   ","11","yes","","","1"
"AF112849   ","12","yes","","","1"
"AF112849   ","13","yes","","","1"
"AF112849   ","14","yes","","","1"
"AF112849   ","15","yes","","","1"
"AF112849   ","16","yes","","","1"
"AF112849   ","17","yes","","","1"
"AF112849   ","18","yes","","","1"
"AF112849   ","19","yes","","","1"
"AF112849   ","20","yes","","","1"
"AF112849   ","21","yes","","","1"
"AF112849   ","22","yes","","","1"
"AF112849   ","23","yes","","","1"
"AF112849   ","24","yes","","","1"
"AF112849   ","25","yes","","","1"
"AF112849   ","26","yes","","","1"
"AF112849   ","27","no","2015-10-12","All governors have received a copy of the financial regulations and procedures manual, which was approved in June 2015.
A meeting with the auditors is scheduled for October 12th 2015.","1"
"AF112849   ","28","yes","","","1"
"AF112849   ","29","yes","","","1"
"AF112849   ","30","yes","","","1"
"AF112849   ","31","yes","","","1"
"AF112849   ","32","yes","","","1"
"AF113528   ","1","yes","","","1"
"AF113528   ","2","yes","","","1"
"AF113528   ","3","yes","","","1"
"AF113528   ","4","yes","","","1"
"AF113528   ","5","yes","","","1"
"AF113528   ","6","yes","","","1"
"AF113528   ","7","yes","","","1"
"AF113528   ","8","yes","","","1"
"AF113528   ","9","yes","","","1"
"AF113528   ","10","na","","","1"
"AF113528   ","11","yes","","","1"
"AF113528   ","12","yes","","","1"
"AF113528   ","13","yes","","","1"
"AF113528   ","14","yes","","","1"
"AF113528   ","15","yes","","","1"
"AF113528   ","16","yes","","","1"
"AF113528   ","17","yes","","","1"
"AF113528   ","18","yes","","","1"
"AF113528   ","19","yes","","","1"
"AF113528   ","20","yes","","","1"
"AF113528   ","21","yes","","","1"
"AF113528   ","22","yes","","","1"
"AF113528   ","23","yes","","","1"
"AF113528   ","24","yes","","","1"
"AF113528   ","25","yes","","","1"
"AF113528   ","26","yes","","","1"
"AF113528   ","27","yes","","","1"
"AF113528   ","28","yes","","","1"
"AF113528   ","29","yes","","","1"
"AF113528   ","30","yes","","","1"
"AF113528   ","31","yes","","","1"
"AF113528   ","32","yes","","","1"
"AF114848   ","1","no","2016-05-30","The trust has developed a collaborative model with a business management group and a school improvement group, which includes a strategic director for school improvement and head teachers. ","1"
"AF114848   ","2","yes","","","1"
"AF114848   ","3","yes","","","1"
"AF114848   ","4","yes","","","1"
"AF114848   ","5","yes","","","1"
"AF114848   ","6","yes","","","1"
"AF114848   ","7","no","2015-08-31","Appointments to take place imminently.","1"
"AF114848   ","8","yes","","","1"
"AF114848   ","9","yes","","","1"
"AF114848   ","10","na","","","1"
"AF114848   ","11","yes","","","1"
"AF114848   ","12","yes","","","1"
"AF114848   ","13","yes","","","1"
"AF114848   ","14","yes","","","1"
"AF114848   ","15","no","2015-09-30","It has been agreed that individual academies follow their existing business continuity plan until a Trust plan is put in place.  Governing bodies of individual academies have minuted this plan.","1"
"AF114848   ","16","no","2015-09-30","Risk register to be prepared in the next three months","1"
"AF114848   ","17","yes","","","1"
"AF114848   ","18","yes","","","1"
"AF114848   ","19","yes","","","1"
"AF114848   ","20","yes","","","1"
"AF114848   ","21","yes","","","1"
"AF114848   ","22","no","2015-09-30","The website for the trust and its schools is currently under construction and should be in place in September","1"
"AF114848   ","23","yes","","","1"
"AF114848   ","24","yes","","","1"
"AF114848   ","25","yes","","","1"
"AF114848   ","26","yes","","","1"
"AF114848   ","27","yes","","","1"
"AF114848   ","28","yes","","","1"
"AF114848   ","29","yes","","","1"
"AF114848   ","30","yes","","","1"
"AF114848   ","31","no","2015-09-30","This will be agreed by the audit committee September 2015","1"
"AF114848   ","32","yes","","","1"
"AF122745   ","1","yes","","","1"
"AF122745   ","2","yes","","","1"
"AF122745   ","3","yes","","","1"
"AF122745   ","4","yes","","","1"
"AF122745   ","5","yes","","","1"
"AF122745   ","6","yes","","","1"
"AF122745   ","7","yes","","","1"
"AF122745   ","8","no","2015-09-28","These are being prepared and will be presented to the next GB meeting","1"
"AF122745   ","9","yes","","","1"
"AF122745   ","10","na","","","1"
"AF122745   ","11","yes","","","1"
"AF122745   ","12","yes","","","1"
"AF122745   ","13","yes","","","1"
"AF122745   ","14","yes","","","1"
"AF122745   ","15","no","2015-11-18","We are looking into sourcing an external provider to produce these for the academy. ","1"
"AF122745   ","16","yes","","","1"
"AF122745   ","17","yes","","","1"
"AF122745   ","18","yes","","","1"
"AF122745   ","19","yes","","","1"
"AF122745   ","20","yes","","","1"
"AF122745   ","21","yes","","","1"
"AF122745   ","22","no","2015-09-28","This will happen in the academic term","1"
"AF122745   ","23","yes","","","1"
"AF122745   ","24","no","2015-11-18","This will be done in the new academic term ","1"
"AF122745   ","25","yes","","","1"
"AF122745   ","26","yes","","","1"
"AF122745   ","27","no","2015-09-28","TO be approved at first meeting in September ","1"
"AF122745   ","28","no","2015-09-28","In the process of receiving quotes for service","1"
"AF122745   ","29","no","2015-09-28","This is planned from the 1 September, aware of the requirements.","1"
"AF122745   ","30","no","2015-09-28","Same as above","1"
"AF122745   ","31","no","2015-09-28","There is a committee, they will be reviewing as part of their duties ","1"
"AF122745   ","32","yes","","","1"
"AF106531   ","1","yes","","","1"
"AF106531   ","2","yes","","","1"
"AF106531   ","3","yes","","","1"
"AF106531   ","4","yes","","","1"
"AF106531   ","5","yes","","","1"
"AF106531   ","6","yes","","","1"
"AF106531   ","7","yes","","","1"
"AF106531   ","8","no","2015-09-30","The scheme of delegation has been drafted and is under review by the various committees of the board. The final scheme will be approved by the board at the first meeting of the new academic year. ","1"
"AF106531   ","9","yes","","","1"
"AF106531   ","10","yes","","","1"
"AF106531   ","11","yes","","","1"
"AF106531   ","12","yes","","","1"
"AF106531   ","13","yes","","","1"
"AF106531   ","14","yes","","","1"
"AF106531   ","15","no","2015-09-30","This policy is being drafted for directors approval at the start of the new academic year. The board are satisfied that exisiting policies for emergency and fire procedures are adequate for the academy's needs but recognise the need for a more comprehensive policy. ","1"
"AF106531   ","16","yes","","","1"
"AF106531   ","17","yes","","","1"
"AF106531   ","18","yes","","","1"
"AF106531   ","19","yes","","","1"
"AF106531   ","20","yes","","","1"
"AF106531   ","21","yes","","","1"
"AF106531   ","22","no","2015-09-30","The Trust website is currently under re-development and therefore the list has not been published. However there is a statement on the website explaining that the list is available on request from the School. The full list will be published ahead of the new academic year. ","1"
"AF106531   ","23","yes","","","1"
"AF106531   ","24","no","2015-09-30","A competitive tendering policy has been drafted for board approval. this will be formally adopted at the first Autumn 2015 meeting of the board. ","1"
"AF106531   ","25","yes","","","1"
"AF106531   ","26","yes","","","1"
"AF106531   ","27","yes","","","1"
"AF106531   ","28","yes","","","1"
"AF106531   ","29","yes","","","1"
"AF106531   ","30","yes","","","1"
"AF106531   ","31","yes","","","1"
"AF106531   ","32","yes","","","1"
"AF118215   ","1","yes","","","1"
"AF118215   ","2","yes","","","1"
"AF118215   ","3","yes","","","1"
"AF118215   ","4","yes","","","1"
"AF118215   ","5","yes","","","1"
"AF118215   ","6","yes","","","1"
"AF118215   ","7","yes","","","1"
"AF118215   ","8","yes","","","1"
"AF118215   ","9","yes","","","1"
"AF118215   ","10","na","","","1"
"AF118215   ","11","no","2015-07-31","For WBS - yes
For Ripley Academy - No E-mail received from Donna Lewis at the EFA, highlighting our error.  I apologise for this, this was a genuine oversight.  The letter indicates that it is too late to do this and the next step is to complete the 15/16 BFR (which is already in hand).  ","1"
"AF118215   ","12","yes","","","1"
"AF118215   ","13","yes","","","1"
"AF118215   ","14","yes","","","1"
"AF118215   ","15","yes","","","1"
"AF118215   ","16","yes","","","1"
"AF118215   ","17","yes","","","1"
"AF118215   ","18","yes","","","1"
"AF118215   ","19","yes","","","1"
"AF118215   ","20","yes","","","1"
"AF118215   ","21","yes","","","1"
"AF118215   ","22","no","2015-09-01","At the request of the DfE we are currently changing our structure, this change will be completed soon and the website updated with this information at that stage.","1"
"AF118215   ","23","yes","","","1"
"AF118215   ","24","yes","","","1"
"AF118215   ","25","yes","","","1"
"AF118215   ","26","yes","","","1"
"AF118215   ","27","yes","","","1"
"AF118215   ","28","yes","","","1"
"AF118215   ","29","yes","","","1"
"AF118215   ","30","yes","","","1"
"AF118215   ","31","yes","","","1"
"AF118215   ","32","yes","","","1"
"AF120485   ","1","no","2016-04-01","Our Lady of Grace Catholic Academy Trust is currently a small two school MAT.  The two school principals are both directors.  The directors feel that currently there is no need to appoint a chief executive.
The directors will review this arrangement after the first year of operation","1"
"AF120485   ","2","yes","","","1"
"AF120485   ","3","yes","","","1"
"AF120485   ","4","yes","","","1"
"AF120485   ","5","yes","","","1"
"AF120485   ","6","yes","","","1"
"AF120485   ","7","yes","","","1"
"AF120485   ","8","yes","","","1"
"AF120485   ","9","yes","","","1"
"AF120485   ","10","na","","","1"
"AF120485   ","11","yes","","","1"
"AF120485   ","12","yes","","","1"
"AF120485   ","13","yes","","","1"
"AF120485   ","14","yes","","","1"
"AF120485   ","15","no","2015-10-07","Draft contingency and business continuity plans have been prepared which will be finalised by the first meeting of the Directors in October.","1"
"AF120485   ","16","no","2015-10-07","The Audit and Risk Committee has been set up on 8 July, which will review implement a programme of regular risk assessment and approve the risk assessment plan.","1"
"AF120485   ","17","yes","","","1"
"AF120485   ","18","yes","","","1"
"AF120485   ","19","yes","","","1"
"AF120485   ","20","yes","","","1"
"AF120485   ","21","yes","","","1"
"AF120485   ","22","no","2015-09-30","The MAT has commissioned a new Trust website going live in the Autumn term. This will incorporate the relevant business and pecuniary interest declarations. There are no such interest declared by Directors.","1"
"AF120485   ","23","yes","","","1"
"AF120485   ","24","no","2015-10-07","The competitive tendering policy is included in the draft Financial Regulations which will be approved on 7 October 2015.","1"
"AF120485   ","25","yes","","","1"
"AF120485   ","26","yes","","","1"
"AF120485   ","27","no","2015-10-07","A meeting was held with our auditors (22 June 2015) to discuss key accounting policies, which comply with the EFA's financial handbook and accounting directions 2015.
The accounting policies will be approved by the Directors in October 2015 and will be published in first statutory accounts.","1"
"AF120485   ","28","yes","","","1"
"AF120485   ","29","yes","","","1"
"AF120485   ","30","yes","","","1"
"AF120485   ","31","no","2015-10-07","The Audit and Risk Committee has been established on 7 July 2015, which will agree a programme to address risk to financial control.","1"
"AF120485   ","32","yes","","","1"
"AF110665   ","1","yes","","","1"
"AF110665   ","2","yes","","","1"
"AF110665   ","3","yes","","","1"
"AF110665   ","4","yes","","","1"
"AF110665   ","5","yes","","","1"
"AF110665   ","6","yes","","","1"
"AF110665   ","7","yes","","","1"
"AF110665   ","8","yes","","","1"
"AF110665   ","9","yes","","","1"
"AF110665   ","10","yes","","","1"
"AF110665   ","11","no","2015-07-31","Deadline for submission by 31 July 2015 is in the future.
Budgets will be submitted by this deadline but haven't been submitted yet.","1"
"AF110665   ","12","yes","","","1"
"AF110665   ","13","yes","","","1"
"AF110665   ","14","yes","","","1"
"AF110665   ","15","yes","","","1"
"AF110665   ","16","yes","","","1"
"AF110665   ","17","yes","","","1"
"AF110665   ","18","yes","","","1"
"AF110665   ","19","yes","","","1"
"AF110665   ","20","yes","","","1"
"AF110665   ","21","yes","","","1"
"AF110665   ","22","yes","","","1"
"AF110665   ","23","yes","","","1"
"AF110665   ","24","yes","","","1"
"AF110665   ","25","yes","","","1"
"AF110665   ","26","yes","","","1"
"AF110665   ","27","yes","","","1"
"AF110665   ","28","yes","","","1"
"AF110665   ","29","yes","","","1"
"AF110665   ","30","yes","","","1"
"AF110665   ","31","yes","","","1"
"AF110665   ","32","yes","","","1"
"AF110744   ","1","yes","","","1"
"AF110744   ","2","yes","","","1"
"AF110744   ","3","yes","","","1"
"AF110744   ","4","yes","","","1"
"AF110744   ","5","yes","","","1"
"AF110744   ","6","yes","","","1"
"AF110744   ","7","yes","","","1"
"AF110744   ","8","yes","","","1"
"AF110744   ","9","yes","","","1"
"AF110744   ","10","na","","","1"
"AF110744   ","11","yes","","","1"
"AF110744   ","12","yes","","","1"
"AF110744   ","13","yes","","","1"
"AF110744   ","14","yes","","","1"
"AF110744   ","15","yes","","","1"
"AF110744   ","16","yes","","","1"
"AF110744   ","17","yes","","","1"
"AF110744   ","18","yes","","","1"
"AF110744   ","19","yes","","","1"
"AF110744   ","20","yes","","","1"
"AF110744   ","21","yes","","","1"
"AF110744   ","22","no","2015-09-01","The academy trust is currently in the process of changing its website and will publish this information once the website has gone live.","1"
"AF110744   ","23","yes","","","1"
"AF110744   ","24","no","2015-11-01","The academy trust has included details on competitive tendering within its currently approved financial procedures - however it has not presented the board with a separate comprehensive policy on the matter. A new policy will be presented to Governors at the start of the new academic year.","1"
"AF110744   ","25","yes","","","1"
"AF110744   ","26","yes","","","1"
"AF110744   ","27","yes","","","1"
"AF110744   ","28","yes","","","1"
"AF110744   ","29","yes","","","1"
"AF110744   ","30","yes","","","1"
"AF110744   ","31","yes","","","1"
"AF110744   ","32","yes","","","1"
"AF114638   ","1","yes","","","1"
"AF114638   ","2","yes","","","1"
"AF114638   ","3","yes","","","1"
"AF114638   ","4","yes","","","1"
"AF114638   ","5","yes","","","1"
"AF114638   ","6","yes","","","1"
"AF114638   ","7","yes","","","1"
"AF114638   ","8","yes","","","1"
"AF114638   ","9","yes","","","1"
"AF114638   ","10","na","","","1"
"AF114638   ","11","yes","","","1"
"AF114638   ","12","yes","","","1"
"AF114638   ","13","yes","","","1"
"AF114638   ","14","yes","","","1"
"AF114638   ","15","yes","","","1"
"AF114638   ","16","yes","","","1"
"AF114638   ","17","yes","","","1"
"AF114638   ","18","yes","","","1"
"AF114638   ","19","yes","","","1"
"AF114638   ","20","yes","","","1"
"AF114638   ","21","yes","","","1"
"AF114638   ","22","yes","","","1"
"AF114638   ","23","yes","","","1"
"AF114638   ","24","yes","","","1"
"AF114638   ","25","yes","","","1"
"AF114638   ","26","yes","","","1"
"AF114638   ","27","yes","","","1"
"AF114638   ","28","yes","","","1"
"AF114638   ","29","yes","","","1"
"AF114638   ","30","yes","","","1"
"AF114638   ","31","yes","","","1"
"AF114638   ","32","yes","","","1"
"AF115894   ","1","yes","","","1"
"AF115894   ","2","yes","","","1"
"AF115894   ","3","yes","","","1"
"AF115894   ","4","yes","","","1"
"AF115894   ","5","yes","","","1"
"AF115894   ","6","yes","","","1"
"AF115894   ","7","yes","","","1"
"AF115894   ","8","no","2015-07-31","a written scheme of delegation of financial powers will be produced which details relevant accounting, assets, income, audit, budgets, payroll and banking activities that committees, the EHT and other staff are specified as having delegated responsibilities for. Virement will be included","1"
"AF115894   ","9","yes","","","1"
"AF115894   ","10","na","","","1"
"AF115894   ","11","yes","","","1"
"AF115894   ","12","no","2015-10-31","An Investment policy will be prepared in line with the Articvles of Association and will be approved by the Directors","1"
"AF115894   ","13","yes","","","1"
"AF115894   ","14","no","2015-07-31","A control framework will be documented that makes reference to the Academies Handbook. The scheme of delegation will be approved. The draft financial prodedures will be approved by the Board of Directors.
A process for independent checking will be agreed with the Board","1"
"AF115894   ","15","yes","","","1"
"AF115894   ","16","no","2015-09-30","a risk management policy has been approved and the risk regisdter is being developed. 
The academy will implement a financial procedures document that is relevant to systems in use","1"
"AF115894   ","17","yes","","","1"
"AF115894   ","18","yes","","","1"
"AF115894   ","19","yes","","","1"
"AF115894   ","20","yes","","","1"
"AF115894   ","21","no","2015-07-31","remaining forms to be signed","1"
"AF115894   ","22","no","2015-09-30","will be published after all forms are completed","1"
"AF115894   ","23","yes","","","1"
"AF115894   ","24","yes","","","1"
"AF115894   ","25","yes","","","1"
"AF115894   ","26","yes","","","1"
"AF115894   ","27","no","2015-09-30","The Acdemy will consider the production of accounting policies in preparation for the annual financial accounts. The acdemy will seek advice from our accountants","1"
"AF115894   ","28","yes","","","1"
"AF115894   ","29","yes","","","1"
"AF115894   ","30","no","2015-07-31","a process will be agrred with the board","1"
"AF115894   ","31","no","2015-09-30","the relevant committee will consider and agree how identified risks will be adressed","1"
"AF115894   ","32","yes","","","1"
"AF119703   ","1","yes","","","1"
"AF119703   ","2","yes","","","1"
"AF119703   ","3","yes","","","1"
"AF119703   ","4","yes","","","1"
"AF119703   ","5","yes","","","1"
"AF119703   ","6","yes","","","1"
"AF119703   ","7","yes","","","1"
"AF119703   ","8","no","2015-07-31","a written scheme for delegation of financial powers will be produced which details relevant accounting, assets, income, audit, budgets, payroll and banking activities that committees, the Executive Headteacher and other staff are specified as having delegated responsibilities for. ","1"
"AF119703   ","9","yes","","","1"
"AF119703   ","10","na","","","1"
"AF119703   ","11","yes","","","1"
"AF119703   ","12","no","2015-10-30","an investment policy will be prepared in line with the Articles of Association and will be approved by Directors.","1"
"AF119703   ","13","yes","","","1"
"AF119703   ","14","no","2015-10-30","a control framework will be documented which makes reference to 2.3 of the handbook. The scheme of delegation will be approved. A revised whistle blowing policy will be approved. A process for independent checking of financial controls will be agreed with the Board.","1"
"AF119703   ","15","yes","","","1"
"AF119703   ","16","no","2015-10-30","a risk register will be produced and approved by the board. The MAT will implement a financial procedures document. A revised whistle blowing policy will be approved. ","1"
"AF119703   ","17","yes","","","1"
"AF119703   ","18","yes","","","1"
"AF119703   ","19","yes","","","1"
"AF119703   ","20","yes","","","1"
"AF119703   ","21","no","2015-09-30","All Directors / Trustees will complete a new register of business interests by the next board meeting.","1"
"AF119703   ","22","no","2015-09-30","Any interests declared will be published onto the website.","1"
"AF119703   ","23","yes","","","1"
"AF119703   ","24","yes","","","1"
"AF119703   ","25","yes","","","1"
"AF119703   ","26","yes","","","1"
"AF119703   ","27","no","2015-09-30","The academy will consider the production of accounting policies in preparation for the statutory audit. Advise will be sought from Accountants
","1"
"AF119703   ","28","yes","","","1"
"AF119703   ","29","no","2015-10-30","A separate audit committee is not established so the finance committee terms of reference will include this responsibility.
","1"
"AF119703   ","30","no","2015-10-30","a process for independent checking of financial controls will be agreed with the board and finance committee.","1"
"AF119703   ","31","no","2015-10-30","in accordance with question 30, the relevant committee will consider and agree how identified risks to financial controls will be addressed.","1"
"AF119703   ","32","yes","","","1"
"AF96802    ","1","yes","","","1"
"AF96802    ","2","yes","","","1"
"AF96802    ","3","yes","","","1"
"AF96802    ","4","yes","","","1"
"AF96802    ","5","yes","","","1"
"AF96802    ","6","yes","","","1"
"AF96802    ","7","yes","","","1"
"AF96802    ","8","yes","","","1"
"AF96802    ","9","yes","","","1"
"AF96802    ","10","na","","","1"
"AF96802    ","11","yes","","","1"
"AF96802    ","12","yes","","","1"
"AF96802    ","13","yes","","","1"
"AF96802    ","14","yes","","","1"
"AF96802    ","15","yes","","","1"
"AF96802    ","16","yes","","","1"
"AF96802    ","17","yes","","","1"
"AF96802    ","18","yes","","","1"
"AF96802    ","19","yes","","","1"
"AF96802    ","20","yes","","","1"
"AF96802    ","21","yes","","","1"
"AF96802    ","22","yes","","","1"
"AF96802    ","23","yes","","","1"
"AF96802    ","24","yes","","","1"
"AF96802    ","25","yes","","","1"
"AF96802    ","26","yes","","","1"
"AF96802    ","27","yes","","","1"
"AF96802    ","28","yes","","","1"
"AF96802    ","29","yes","","","1"
"AF96802    ","30","yes","","","1"
"AF96802    ","31","yes","","","1"
"AF96802    ","32","yes","","","1"
"AF100610   ","1","yes","","","1"
"AF100610   ","2","yes","","","1"
"AF100610   ","3","yes","","","1"
"AF100610   ","4","yes","","","1"
"AF100610   ","5","yes","","","1"
"AF100610   ","6","yes","","","1"
"AF100610   ","7","yes","","","1"
"AF100610   ","8","yes","","","1"
"AF100610   ","9","yes","","","1"
"AF100610   ","10","na","","","1"
"AF100610   ","11","yes","","","1"
"AF100610   ","12","yes","","","1"
"AF100610   ","13","yes","","","1"
"AF100610   ","14","yes","","","1"
"AF100610   ","15","yes","","","1"
"AF100610   ","16","yes","","","1"
"AF100610   ","17","yes","","","1"
"AF100610   ","18","yes","","","1"
"AF100610   ","19","yes","","","1"
"AF100610   ","20","yes","","","1"
"AF100610   ","21","yes","","","1"
"AF100610   ","22","yes","","","1"
"AF100610   ","23","yes","","","1"
"AF100610   ","24","yes","","","1"
"AF100610   ","25","yes","","","1"
"AF100610   ","26","yes","","","1"
"AF100610   ","27","yes","","","1"
"AF100610   ","28","yes","","","1"
"AF100610   ","29","yes","","","1"
"AF100610   ","30","yes","","","1"
"AF100610   ","31","yes","","","1"
"AF100610   ","32","yes","","","1"
"AF113070   ","1","yes","","","1"
"AF113070   ","2","yes","","","1"
"AF113070   ","3","yes","","","1"
"AF113070   ","4","yes","","","1"
"AF113070   ","5","yes","","","1"
"AF113070   ","6","yes","","","1"
"AF113070   ","7","yes","","","1"
"AF113070   ","8","no","2015-07-15","Comment: the financial regulations including scheme of delegation has been recommended to the Board by the Finance, Audit and Assets Committee and will be considered at the next Board meeting.","1"
"AF113070   ","9","yes","","","1"
"AF113070   ","10","na","","","1"
"AF113070   ","11","no","2015-07-31","The new Business Director took over from an interim appointee on 1 June 2015 and is currently trying to establish if a 14/15 budget forecast was submitted within 6 weeks of 1 March conversion. In any event, a 15/16 budget forecast will be submitted by the deadline.","1"
"AF113070   ","12","yes","","","1"
"AF113070   ","13","yes","","","1"
"AF113070   ","14","yes","","","1"
"AF113070   ","15","no","2015-10-31","The trust operates under a decentralised structure. The schools are continuing to operate using the business continuity arrangements developed under local authority control. A consolidated Trust-wide plan will be developed during 2015/16 working with external risk specialist advice.","1"
"AF113070   ","16","yes","","","1"
"AF113070   ","17","yes","","","1"
"AF113070   ","18","yes","","","1"
"AF113070   ","19","yes","","","1"
"AF113070   ","20","yes","","","1"
"AF113070   ","21","yes","","","1"
"AF113070   ","22","no","2015-07-31","This will be published by the end of July","1"
"AF113070   ","23","yes","","","1"
"AF113070   ","24","no","2015-07-15","The financial regulations including procurement and tendering arrangements has been recommended to the Board by the FAAC and will be considered at the next Board meeting","1"
"AF113070   ","25","yes","","","1"
"AF113070   ","26","yes","","","1"
"AF113070   ","27","no","2015-07-15","Following the recent appointment of the external auditor these will be considered at the next meeting of the Board.","1"
"AF113070   ","28","yes","","","1"
"AF113070   ","29","yes","","","1"
"AF113070   ","30","yes","","","1"
"AF113070   ","31","no","2015-09-30","This will be finalised in the Finance, Audit and Assets Committee meeting in September 2015, being informed by the findings of the external audit controls process review.","1"
"AF113070   ","32","yes","","","1"
"AF115203   ","1","no","2015-09-01","Appointment of an Executive Principal is being considered at the July board meeting, with a recommendation that this post be established.","1"
"AF115203   ","2","yes","","","1"
"AF115203   ","3","yes","","","1"
"AF115203   ","4","yes","","","1"
"AF115203   ","5","no","2015-12-31","The Board is established, and Finance and Audit committees have draft ToRs and memberships to be approved at the July Board meeting. The first meeting of the Finance Committee was held on 10th July. Key Committees are being defined to meet at least 3 times per year and with clearly defined quorums.","1"
"AF115203   ","6","no","2015-07-14","A review of the financial performance of the Trust and its constituent schools are scheduled for the board meeting in each term. The financial performance of the trust has been reviewed at both of the board meetings to date. ToRs being approved at July board meeting for Finance & audit committees. ","1"
"AF115203   ","7","yes","","","1"
"AF115203   ","8","yes","","","1"
"AF115203   ","9","no","2015-07-14","Balanced budget agreed for the period 1 March 15 to 31 August 15.

Budget for 2015/2016 and 3 year outline was reviewed and approved at Finance committee on 10th July and to be approved at board meeting on 14 July.","1"
"AF115203   ","10","na","","","1"
"AF115203   ","11","yes","","","1"
"AF115203   ","12","yes","","","1"
"AF115203   ","13","yes","","","1"
"AF115203   ","14","yes","","","1"
"AF115203   ","15","no","2015-12-31","Work planned in Autumn term 2015 to start to prepare contingency and business continuity plan.","1"
"AF115203   ","16","no","2015-12-31","Work planned in Autumn term 2015 to start to prepare assessing the risks arising from our operations. This will follow the planned visits in July and September from our internal auditors to each school and the MAT central operation.","1"
"AF115203   ","17","yes","","","1"
"AF115203   ","18","yes","","","1"
"AF115203   ","19","yes","","","1"
"AF115203   ","20","yes","","","1"
"AF115203   ","21","no","2015-07-14","Action planned at board meeting on 14 July 2015 to have all trustees complete the register of business interests","1"
"AF115203   ","22","no","2015-07-31","Action planned in July 2015 to publish the relevant business and pecuniary interests of trustees and members on trust website.","1"
"AF115203   ","23","yes","","","1"
"AF115203   ","24","yes","","","1"
"AF115203   ","25","yes","","","1"
"AF115203   ","26","yes","","","1"
"AF115203   ","27","yes","","","1"
"AF115203   ","28","yes","","","1"
"AF115203   ","29","yes","","","1"
"AF115203   ","30","yes","","","1"
"AF115203   ","31","no","2015-09-30","An audit committee (separate to the Finance committee) has been established to undertake this task and is scheduled to meet in the Autumn term.","1"
"AF115203   ","32","yes","","","1"
"AF115658   ","1","yes","","","1"
"AF115658   ","2","yes","","","1"
"AF115658   ","3","yes","","","1"
"AF115658   ","4","yes","","","1"
"AF115658   ","5","yes","","","1"
"AF115658   ","6","yes","","","1"
"AF115658   ","7","yes","","","1"
"AF115658   ","8","yes","","","1"
"AF115658   ","9","yes","","","1"
"AF115658   ","10","na","","","1"
"AF115658   ","11","yes","","","1"
"AF115658   ","12","yes","","","1"
"AF115658   ","13","yes","","","1"
"AF115658   ","14","yes","","","1"
"AF115658   ","15","yes","","","1"
"AF115658   ","16","yes","","","1"
"AF115658   ","17","yes","","","1"
"AF115658   ","18","yes","","","1"
"AF115658   ","19","yes","","","1"
"AF115658   ","20","yes","","","1"
"AF115658   ","21","yes","","","1"
"AF115658   ","22","no","2015-12-31","The Trust does not have a website to date.","1"
"AF115658   ","23","yes","","","1"
"AF115658   ","24","yes","","","1"
"AF115658   ","25","yes","","","1"
"AF115658   ","26","yes","","","1"
"AF115658   ","27","yes","","","1"
"AF115658   ","28","yes","","","1"
"AF115658   ","29","yes","","","1"
"AF115658   ","30","yes","","","1"
"AF115658   ","31","yes","","","1"
"AF115658   ","32","yes","","","1"
"AF121477   ","1","yes","","","1"
"AF121477   ","2","yes","","","1"
"AF121477   ","3","yes","","","1"
"AF121477   ","4","yes","","","1"
"AF121477   ","5","yes","","","1"
"AF121477   ","6","yes","","","1"
"AF121477   ","7","yes","","","1"
"AF121477   ","8","yes","","","1"
"AF121477   ","9","yes","","","1"
"AF121477   ","10","na","","","1"
"AF121477   ","11","yes","","","1"
"AF121477   ","12","no","2015-09-20","At present no consideration towards making investments but the Trust is aware that they need to ensure the above is adhered to as and when the negotiation around investments arise.","1"
"AF121477   ","13","no","2015-09-20","Will mention this at the next trustee board meeting","1"
"AF121477   ","14","yes","","","1"
"AF121477   ","15","no","2015-09-20","Audit committee just recently set up and contingency and business continuity plan to be created soon to tie into this committee.","1"
"AF121477   ","16","yes","","","1"
"AF121477   ","17","yes","","","1"
"AF121477   ","18","no","2015-09-30","To be discussed at the next Trust board meeting","1"
"AF121477   ","19","yes","","","1"
"AF121477   ","20","yes","","","1"
"AF121477   ","21","no","2015-09-20","Awaiting for one trustee to return theirs but the form has been issued.  All others have been returned and this is publicised on our website","1"
"AF121477   ","22","yes","","","1"
"AF121477   ","23","yes","","","1"
"AF121477   ","24","no","2015-09-20","To be approved at the next trust broad meeting","1"
"AF121477   ","25","yes","","","1"
"AF121477   ","26","yes","","","1"
